"refseq_gene_id","ensembl_gene_id","external_gene_name","entrezgene"
"","ENSMUSG00000004530","Coro1c",23790
"","ENSMUSG00000004535","Tax1bp1",52440
"","ENSMUSG00000004542","Psg19",26439
"","ENSMUSG00000004552","Ctse",13034
"","ENSMUSG00000004558","Ndrg2",29811
"","ENSMUSG00000004561","Mettl17",52535
"","ENSMUSG00000004562","Arhgef40",268739
"","ENSMUSG00000004565","Pnpla6",50767
"","ENSMUSG00000004567","Mcoln1",94178
"","ENSMUSG00000004568","Arhgef18",102098
"","ENSMUSG00000004591","Pkn2",109333
"","ENSMUSG00000004609","Cd33",12489
"","ENSMUSG00000004610","Etfb",110826
"","ENSMUSG00000004612","Nkg7",72310
"","ENSMUSG00000004626","Stxbp2",20911
"","ENSMUSG00000004630","Pcp2",18545
"","ENSMUSG00000004631","Sgce",20392
"","ENSMUSG00000004633","Chn2",69993
"","ENSMUSG00000004637","Wwox",80707
"","ENSMUSG00000004642","Slbp",20492
"","ENSMUSG00000004651","Tyr",22173
"","ENSMUSG00000004654","Ghrhr",14602
"","ENSMUSG00000004661","Arid3b",56380
"","ENSMUSG00000004665","Cnn2",12798
"","ENSMUSG00000004667","Polr2e",66420
"","ENSMUSG00000004668","Abca13",268379
"","ENSMUSG00000004677","Myo9b",17925
"","ENSMUSG00000004698","Hdac9",79221
"","ENSMUSG00000004707","Ly9",17085
"","ENSMUSG00000004709","Cd244",18106
"","ENSMUSG00000004748","Mtfp1",67900
"","ENSMUSG00000004768","Rab23",19335
"","ENSMUSG00000004771","Rab11a",53869
"","ENSMUSG00000004788","Eif2b2",217715
"","ENSMUSG00000004789","Dlst",78920
"","ENSMUSG00000004791","Pgf",18654
"","ENSMUSG00000004798","Ulk2",29869
"","ENSMUSG00000004814","Ccl24",56221
"","ENSMUSG00000004815","Dgkq",110524
"","ENSMUSG00000004837","Grap",71520
"","ENSMUSG00000004842","Pou1f1",18736
"","ENSMUSG00000004846","Plod3",26433
"","ENSMUSG00000004849","Ap1s1",11769
"","ENSMUSG00000004864","Mapk13",26415
"","ENSMUSG00000004865","Srpk1",20815
"","ENSMUSG00000004872","Pax3",18505
"","ENSMUSG00000004880","Lbr",98386
"","ENSMUSG00000004885","Crabp2",12904
"","ENSMUSG00000004891","Nes",18008
"","ENSMUSG00000004892","Bcan",12032
"","ENSMUSG00000004894","Hapln2",73940
"","ENSMUSG00000004896","Rrnad1",229503
"","ENSMUSG00000004897","Hdgf",15191
"","ENSMUSG00000004929","Thop1",50492
"","ENSMUSG00000004931","Apba3",57267
"","ENSMUSG00000004933","Matk",17179
"","ENSMUSG00000004934","Pias4",59004
"","ENSMUSG00000004936","Map2k1",26395
"","ENSMUSG00000004937","Sgta",52551
"","ENSMUSG00000004945","Tmem242",70544
"","ENSMUSG00000004947","Dtx2",74198
"","ENSMUSG00000004948","Zp3",22788
"","ENSMUSG00000004951","Hspb1",15507
"","ENSMUSG00000004952","Rasa4",54153
"","ENSMUSG00000004961","Syt5",53420
"","ENSMUSG00000004980","Hnrnpa2b1",53379
"","ENSMUSG00000004988","Fxyd4",108017
"","ENSMUSG00000004994","Ccdc130",67736
"","ENSMUSG00000004996","Mri1",67873
"","ENSMUSG00000005034","Prkacb",18749
"","ENSMUSG00000005043","Sgsh",27029
"","ENSMUSG00000005045","Chd5",269610
"","ENSMUSG00000005057","Sh2b2",23921
"","ENSMUSG00000005069","Pex5",19305
"","ENSMUSG00000005078","Jkamp",104771
"","ENSMUSG00000005087","Cd44",12505
"","ENSMUSG00000005089","Slc1a2",20511
"","ENSMUSG00000005102","Eif2ak4",27103
"","ENSMUSG00000005103","Wdr1",22388
"","ENSMUSG00000005107","Slc2a9",117591
"","ENSMUSG00000005124","Wisp1",22402
"","ENSMUSG00000005125","Ndrg1",17988
"","ENSMUSG00000005131","4930550C14Rik",75311
"","ENSMUSG00000005142","Man2b1",17159
"","ENSMUSG00000005148","Klf5",12224
"","ENSMUSG00000005150","Wdr83",67836
"","ENSMUSG00000005161","Prdx2",21672
"","ENSMUSG00000005198","Polr2a",20020
"","ENSMUSG00000005202","Shbg",20415
"","ENSMUSG00000005204","Senp3",80886
"","ENSMUSG00000005220","Corin",53419
"","ENSMUSG00000005232","G6pc2",14378
"","ENSMUSG00000005233","Spc25",66442
"","ENSMUSG00000005237","Dnah2",327954
"","ENSMUSG00000005251","Ripk4",72388
"","ENSMUSG00000005262","Ufd1",22230
"","ENSMUSG00000005267","Zfp287",170740
"","ENSMUSG00000005268","Prlr",19116
"","ENSMUSG00000005299","Letm1",56384
"","ENSMUSG00000005312","Ubqln1",56085
"","ENSMUSG00000005320","Fgfr4",14186
"","ENSMUSG00000005338","Cadm3",94332
"","ENSMUSG00000005339","Fcer1a",14125
"","ENSMUSG00000005354","Txn2",56551
"","ENSMUSG00000005355","Casp14",12365
"","ENSMUSG00000005357","Slc1a6",20513
"","ENSMUSG00000005360","Slc1a3",20512
"","ENSMUSG00000005362","Crbn",58799
"","ENSMUSG00000005364","Il5ra",16192
"","ENSMUSG00000005371","Fbxo11",225055
"","ENSMUSG00000005373","Mlxipl",58805
"","ENSMUSG00000005374","Tbl2",27368
"","ENSMUSG00000005378","Bud23",66138
"","ENSMUSG00000005397","Nid1",18073
"","ENSMUSG00000005410","Mcm5",17218
"","ENSMUSG00000005413","Hmox1",15368
"","ENSMUSG00000005417","Mprip",26936
"","ENSMUSG00000005442","Cic",71722
"","ENSMUSG00000005447","Pafah1b3",18476
"","ENSMUSG00000005465","Il27ra",50931
"","ENSMUSG00000005470","Asf1b",66929
"","ENSMUSG00000005474","Myl10",59310
"","ENSMUSG00000005481","Ddx39",68278
"","ENSMUSG00000005493","Msh4",55993
"","ENSMUSG00000005501","Usp40",227334
"","ENSMUSG00000005503","Evx1",14028
"","ENSMUSG00000005505","Kbtbd4",67136
"","ENSMUSG00000005506","Celf1",13046
"","ENSMUSG00000005510","Ndufs3",68349
"","ENSMUSG00000005514","Por",18984
"","ENSMUSG00000005533","Igf1r",16001
"","ENSMUSG00000005534","Insr",16337
"","ENSMUSG00000005540","Fcer2a",14128
"","ENSMUSG00000005547","Cyp2a5",13087
"","ENSMUSG00000005553","Atp4a",11944
"","ENSMUSG00000005566","Trim28",21849
"","ENSMUSG00000005575","Ube2m",22192
"","ENSMUSG00000005580","Adcy9",11515
"","ENSMUSG00000005583","Mef2c",17260
"","ENSMUSG00000005609","Ctr9",22083
"","ENSMUSG00000005610","Eif4g2",13690
"","ENSMUSG00000005611","Mrvi1",17540
"","ENSMUSG00000005615","Pcyt1a",13026
"","ENSMUSG00000005621","Zfp592",233410
"","ENSMUSG00000005625","Psmd4",19185
"","ENSMUSG00000005628","Tmod4",50874
"","ENSMUSG00000005640","Insrr",23920
"","ENSMUSG00000005649","Cabp5",29865
"","ENSMUSG00000005656","Snx6",72183
"","ENSMUSG00000005667","Mthfd2",17768
"","ENSMUSG00000005672","Kit",16590
"","ENSMUSG00000005674","Tomm40l",641376
"","ENSMUSG00000005677","Nr1i3",12355
"","ENSMUSG00000005681","Apoa2",11807
"","ENSMUSG00000005682","Pan2",103135
"","ENSMUSG00000005683","Cs",12974
"","ENSMUSG00000005686","Ampd3",11717
"","ENSMUSG00000005687","Bcas2",68183
"","ENSMUSG00000005696","Sh2d1a",20400
"","ENSMUSG00000005698","Ctcf",13018
"","ENSMUSG00000005699","Pard6a",56513
"","ENSMUSG00000005705","Agrp",11604
"","ENSMUSG00000005732","Ranbp1",19385
"","ENSMUSG00000005763","Cd247",12503
"","ENSMUSG00000005774","Rfx5",53970
"","ENSMUSG00000005779","Psmb4",19172
"","ENSMUSG00000005803","Sqor",59010
"","ENSMUSG00000005804","Bloc1s6",18457
"","ENSMUSG00000005813","Metap1",75624
"","ENSMUSG00000005846","Rsl1d1",66409
"","ENSMUSG00000005864","Cnga2",12789
"","ENSMUSG00000005871","Apc",11789
"","ENSMUSG00000005881","Ergic3",66366
"","ENSMUSG00000005882","Uqcc1",56046
"","ENSMUSG00000005883","Spo11",26972
"","ENSMUSG00000005886","Ncoa2",17978
"","ENSMUSG00000005893","Nr2c2",22026
"","ENSMUSG00000005897","Nr2c1",22025
"","ENSMUSG00000005899","Smpd4",77626
"","ENSMUSG00000005907","Pex1",71382
"","ENSMUSG00000005917","Otx1",18423
"","ENSMUSG00000005936","Kctd20",66989
"","ENSMUSG00000005949","Ctns",83429
"","ENSMUSG00000005950","P2rx5",94045
"","ENSMUSG00000005951","Shpk",74637
"","ENSMUSG00000005952","Trpv1",193034
"","ENSMUSG00000005958","Ephb3",13845
"","ENSMUSG00000005968","Tuft1",22156
"","ENSMUSG00000005973","Rcn1",19672
"","ENSMUSG00000005980","Dnase1",13419
"","ENSMUSG00000005981","Trap1",68015
"","ENSMUSG00000005982","Naa60",74763
"","ENSMUSG00000005983","1700037C18Rik",73261
"","ENSMUSG00000005986","Ankrd13d",68423
"","ENSMUSG00000005994","Tyrp1",22178
"","ENSMUSG00000006005","Tpr",108989
"","ENSMUSG00000006007","Pdc",20028
"","ENSMUSG00000006010","BC003331",226499
"","ENSMUSG00000006014","Prg4",96875
"","ENSMUSG00000006019","Dhx34",71723
"","ENSMUSG00000006021","Kptn",70394
"","ENSMUSG00000006024","Napa",108124
"","ENSMUSG00000006050","Sra1",24068
"","ENSMUSG00000006050","Sra1",225372
"","ENSMUSG00000006056","Calcoco2",76815
"","ENSMUSG00000006057","Atp5g1",11951
"","ENSMUSG00000006058","Snf8",27681
"","ENSMUSG00000006095","Tbcb",66411
"","ENSMUSG00000006127","Inpp5k",19062
"","ENSMUSG00000006143","Upk3bl",69665
"","ENSMUSG00000006154","Eps8l1",67425
"","ENSMUSG00000006169","Clint1",216705
"","ENSMUSG00000006179","Prss16",54373
"","ENSMUSG00000006191","Cdkal1",68916
"","ENSMUSG00000006204","5430419D17Rik",71395
"","ENSMUSG00000006205","Htra1",56213
"","ENSMUSG00000006215","Zbtb17",22642
"","ENSMUSG00000006216","Clcnkb",56365
"","ENSMUSG00000006219","Fblim1",74202
"","ENSMUSG00000006235","Epor",13857
"","ENSMUSG00000006241","Ccdc159",67119
"","ENSMUSG00000006262","Mob1b",68473
"","ENSMUSG00000006269","Atp6v1b1",110935
"","ENSMUSG00000006270","Vax1",22326
"","ENSMUSG00000006273","Atp6v1b2",11966
"","ENSMUSG00000006276","Eps15l1",13859
"","ENSMUSG00000006281","Tep1",21745
"","ENSMUSG00000006288","Ttc5",219022
"","ENSMUSG00000006289","Osgep",66246
"","ENSMUSG00000006299","Aamp",227290
"","ENSMUSG00000006301","Tmbim1",69660
"","ENSMUSG00000006304","Arpc2",76709
"","ENSMUSG00000006307","Kmt2b",75410
"","ENSMUSG00000006310","Zbtb32",58206
"","ENSMUSG00000006315","Tmem147",69804
"","ENSMUSG00000006333","Rps9",76846
"","ENSMUSG00000006335","Tfpt",69714
"","ENSMUSG00000006342","Susd2",71733
"","ENSMUSG00000006344","Ggt5",23887
"","ENSMUSG00000006345","Ggt1",14598
"","ENSMUSG00000006356","Crip2",68337
"","ENSMUSG00000006360","Crip1",12925
"","ENSMUSG00000006362","Cbfa2t3",12398
"","ENSMUSG00000006369","Fbln1",14114
"","ENSMUSG00000006386","Tek",21687
"","ENSMUSG00000006389","Mpl",17480
"","ENSMUSG00000006390","Elovl1",54325
"","ENSMUSG00000006392","Med8",80509
"","ENSMUSG00000006395","Hyi",68180
"","ENSMUSG00000006398","Cdc20",107995
"","ENSMUSG00000006403","Adamts4",240913
"","ENSMUSG00000006411","Nectin4",71740
"","ENSMUSG00000006412","Pfdn2",18637
"","ENSMUSG00000006418","Rnf114",81018
"","ENSMUSG00000006423","C330007P06Rik",77644
"","ENSMUSG00000006442","Srm",20810
"","ENSMUSG00000006445","Epha2",13836
"","ENSMUSG00000006456","Rbm14",56275
"","ENSMUSG00000006457","Actn3",11474
"","ENSMUSG00000006462","A530013C23Rik",NA
"","ENSMUSG00000006463","Zdhhc24",70605
"","ENSMUSG00000006469","Slc34a3",142681
"","ENSMUSG00000006471","Ndor1",78797
"","ENSMUSG00000006476","Nsmf",56876
"","ENSMUSG00000006488","Prl7a1",19113
"","ENSMUSG00000006494","Pdk1",228026
"","ENSMUSG00000006498","Ptbp1",19205
"","ENSMUSG00000006519","Cyba",13057
"","ENSMUSG00000006522","Itih3",16426
"","ENSMUSG00000006526","Tmem110",69179
"","ENSMUSG00000006527","Sfmbt1",54650
"","ENSMUSG00000006529","Itih1",16424
"","ENSMUSG00000006542","Prkag3",241113
"","ENSMUSG00000006546","Cryba2",12958
"","ENSMUSG00000006567","Atp7b",11979
"","ENSMUSG00000006574","Slc4a1",20533
"","ENSMUSG00000006575","Rundc3a",51799
"","ENSMUSG00000006576","Slc4a3",20536
"","ENSMUSG00000006585","Cdt1",67177
"","ENSMUSG00000006586","Runx1t1",12395
"","ENSMUSG00000006589","Aprt",11821
"","ENSMUSG00000006599","Gtf2h1",14884
"","ENSMUSG00000006611","Hfe",15216
"","ENSMUSG00000006638","Abhd1",NA
"","ENSMUSG00000006641","Slc5a6",330064
"","ENSMUSG00000006649","Nphs1",54631
"","ENSMUSG00000006651","Aplp1",11803
"","ENSMUSG00000006673","Qrich1",69232
"","ENSMUSG00000006675","P4htm",74443
"","ENSMUSG00000006676","Usp19",71472
"","ENSMUSG00000006678","Pola1",18968
"","ENSMUSG00000006705","Pknox1",18771
"","ENSMUSG00000006711","D130043K22Rik",210108
"","ENSMUSG00000006715","Gmnn",57441
"","ENSMUSG00000006717","Acot13",66834
"","ENSMUSG00000006720","Zfp184",193452
"","ENSMUSG00000006724","Cyp27b1",13115
"","ENSMUSG00000006728","Cdk4",12567
"","ENSMUSG00000006731","B4galnt1",14421
"","ENSMUSG00000006732","Mettl1",17299
"","ENSMUSG00000006736","Tspan31",67125
"","ENSMUSG00000006740","Kif5b",16573
"","ENSMUSG00000006763","Saal1",78935
"","ENSMUSG00000006764","Tph2",216343
"","ENSMUSG00000006782","Cnp",12799
"","ENSMUSG00000006784","Ttc25",74407
"","ENSMUSG00000006800","Sulf2",72043
"","ENSMUSG00000006906","Stambp",70527
"","ENSMUSG00000006920","Ezh1",14055
"","ENSMUSG00000006930","Hap1",15114
"","ENSMUSG00000006931","P3h4",66180
"","ENSMUSG00000006932","Ctnnb1",12387
"","ENSMUSG00000006941","Eif1b",68969
"","ENSMUSG00000006958","Chrd",12667
"","ENSMUSG00000006998","Psmd2",21762
"","ENSMUSG00000007021","Syngr3",20974
"","ENSMUSG00000007029","Vars",22321
"","ENSMUSG00000007034","Slc44a4",70129
"","ENSMUSG00000007035","Msh5",17687
"","ENSMUSG00000007036","Abhd16a",193742
"","ENSMUSG00000007038","Neu1",18010
"","ENSMUSG00000007039","Ddah2",51793
"","ENSMUSG00000007041","Clic1",114584
"","ENSMUSG00000007050","Lsm2",27756
"","ENSMUSG00000007080","Pole",18973
"","ENSMUSG00000007097","Atp1a2",98660
"","ENSMUSG00000007107","Atp1a4",27222
"","ENSMUSG00000007122","Casq1",12372
"","ENSMUSG00000007207","Stx1a",20907
"","ENSMUSG00000007209","Ceacam9",26368
"","ENSMUSG00000007216","Zfp775",243372
"","ENSMUSG00000007279","Scube2",56788
"","ENSMUSG00000007379","Dennd2c",329727
"","ENSMUSG00000007411","Mark3",17169
"","ENSMUSG00000007415","Gatad1",67210
"","ENSMUSG00000007457","2310003L06Rik",NA
"","ENSMUSG00000007458","M6pr",NA
"","ENSMUSG00000007476","Lrrc8a",241296
"","ENSMUSG00000007564","Ppp2r1a",51792
"","ENSMUSG00000007570","Fance",NA
"","ENSMUSG00000007589","Tinf2",28113
"","ENSMUSG00000007591","Tssk4",71099
"","ENSMUSG00000007594","Hapln4",330790
"","ENSMUSG00000007610","Gtpbp3",70359
"","ENSMUSG00000007613","Tgfbr1",21812
"","ENSMUSG00000007617","Homer1",26556
"","ENSMUSG00000007646","Rad51c",114714
"","ENSMUSG00000007653","Gabrb2",14401
"","ENSMUSG00000007655","Cav1",12389
"","ENSMUSG00000007656","Arpp19",59046
"","ENSMUSG00000007659","Bcl2l1",12048
"","ENSMUSG00000007721","Ccdc124",234388
"","ENSMUSG00000007739","Cct4",12464
"","ENSMUSG00000007777","0610009B22Rik",66050
"","ENSMUSG00000007783","Cpt1c",78070
"","ENSMUSG00000007805","Twist2",13345
"","ENSMUSG00000007812","Zfp655",72611
"","ENSMUSG00000007815","Rhoa",11848
"","ENSMUSG00000007817","Zmiz1",328365
"","ENSMUSG00000007827","Ankrd26",232339
"","ENSMUSG00000007833","Aldh16a1",69748
"","ENSMUSG00000007837","Prrg2",65116
"","ENSMUSG00000007850","Hnrnph1",59013
"","ENSMUSG00000007867","Ift43",76411
"","ENSMUSG00000007872","Id3",15903
"","ENSMUSG00000007880","Arid1a",93760
"","ENSMUSG00000007888","Crlf1",12931
"","ENSMUSG00000007891","Ctsd",13033
"","ENSMUSG00000007908","Hmgcll1",208982
"","ENSMUSG00000007946","Phox2a",11859
"","ENSMUSG00000007950","Abhd8",64296
"","ENSMUSG00000007987","Ift22",67286
"","ENSMUSG00000007989","Fzd3",14365
"","ENSMUSG00000008028","1700008O03Rik",69349
"","ENSMUSG00000008035","Mid1ip1",68041
"","ENSMUSG00000008036","Ap2s1",232910
"","ENSMUSG00000008090","Fgfrl1",116701
"","ENSMUSG00000008129","4930432K21Rik",74666
"","ENSMUSG00000008136","Fhl2",14200
"","ENSMUSG00000008140","Emc10",69683
"","ENSMUSG00000008153","Clstn3",232370
"","ENSMUSG00000008167","Fbxw9",68628
"","ENSMUSG00000008193","Spib",272382
"","ENSMUSG00000008200","Fnbp4",55935
"","ENSMUSG00000008206","Cers4",67260
"","ENSMUSG00000008226","Scrn3",74616
"","ENSMUSG00000008301","Phax",56698
"","ENSMUSG00000008305","Tle1",21885
"","ENSMUSG00000008307","1700109H08Rik",77036
"","ENSMUSG00000008318","Relt",320100
"","ENSMUSG00000008333","Snrpb2",20639
"","ENSMUSG00000008348","Ubc",22190
"","ENSMUSG00000008373","Prpf31",68988
"","ENSMUSG00000008384","Sertad1",55942
"","ENSMUSG00000008398","Elk3",13713
"","ENSMUSG00000008429","Herpud2",80517
"","ENSMUSG00000008435","Rdh13",108841
"","ENSMUSG00000008450","Nutf2",68051
"","ENSMUSG00000008450","Nutf2",621832
"","ENSMUSG00000008461","Fut1",14343
"","ENSMUSG00000008475","Arpc5",67771
"","ENSMUSG00000008489","Elavl2",15569
"","ENSMUSG00000008496","Pou2f2",18987
"","ENSMUSG00000008540","Mgst1",56615
"","ENSMUSG00000008575","Nfib",18028
"","ENSMUSG00000008601","Rab25",53868
"","ENSMUSG00000008604","Ubqln4",94232
"","ENSMUSG00000008668","Rps18",20084
"","ENSMUSG00000008682","Rpl10",110954
"","ENSMUSG00000008682","Rpl10",434434
"","ENSMUSG00000008683","Rps15a",267019
"","ENSMUSG00000008690","Ncaph2",52683
"","ENSMUSG00000008730","Hipk1",15257
"","ENSMUSG00000008734","Gprc5b",64297
"","ENSMUSG00000008763","Man1a2",17156
"","ENSMUSG00000008813","Tppp2",219038
"","ENSMUSG00000008822","Acyp1",66204
"","ENSMUSG00000008845","Cd163",93671
"","ENSMUSG00000008855","Hdac5",15184
"","ENSMUSG00000008859","Rala",56044
"","ENSMUSG00000008892","Vdac3",22335
"","ENSMUSG00000008932","Slc1a7",242607
"","ENSMUSG00000008958","Vps72",21427
"","ENSMUSG00000008976","Gabpa",14390
"","ENSMUSG00000008999","Bmp7",12162
"","ENSMUSG00000009013","Dynll1",56455
"","ENSMUSG00000009030","Pdcl",67466
"","ENSMUSG00000009035","Tmem184b",223693
"","ENSMUSG00000009047","Gm5965",NA
"","ENSMUSG00000009070","Rsph14",71236
"","ENSMUSG00000009073","Nf2",18016
"","ENSMUSG00000009076","Zmat5",67178
"","ENSMUSG00000009079","Ewsr1",14030
"","ENSMUSG00000009090","Ap1b1",11764
"","ENSMUSG00000009092","Derl3",70377
"","ENSMUSG00000009093","Gstt4",75886
"","ENSMUSG00000009108","Gnat2",14686
"","ENSMUSG00000009112","Bcl2l13",94044
"","ENSMUSG00000009114","2610028H24Rik",76964
"","ENSMUSG00000009115","Spatc1l",76573
"","ENSMUSG00000009145","Dqx1",93838
"","ENSMUSG00000009207","Lnpk",69605
"","ENSMUSG00000009210","Prr29",75573
"","ENSMUSG00000009246","Trpm5",56843
"","ENSMUSG00000009248","Ascl2",17173
"","ENSMUSG00000009281","Rarres2",71660
"","ENSMUSG00000009291","Pttg1ip",108705
"","ENSMUSG00000009292","Trpm2",28240
"","ENSMUSG00000009293","Ube2g2",22213
"","ENSMUSG00000009350","Mpo",17523
"","ENSMUSG00000009356","Lpo",76113
"","ENSMUSG00000009376","Met",17295
"","ENSMUSG00000009394","Syn2",20965
"","ENSMUSG00000009406","Elk1",13712
"","ENSMUSG00000009418","Nav1",215690
"","ENSMUSG00000009470","Tnpo1",238799
"","ENSMUSG00000009487","Otog",18419
"","ENSMUSG00000009535","Rnmt",67897
"","ENSMUSG00000009545","Kcnq1",16535
"","ENSMUSG00000009549","Srp14",20813
"","ENSMUSG00000009551","6330409D20Rik",70730
"","ENSMUSG00000009555","Cdk9",107951
"","ENSMUSG00000009563","Tor2a",30933
"","ENSMUSG00000009566","Fpgs",14287
"","ENSMUSG00000009569","Mkl2",239719
"","ENSMUSG00000009575","Cbx5",12419
"","ENSMUSG00000009580","Odam",69592
"","ENSMUSG00000009585","Apobec3",80287
"","ENSMUSG00000009596","Taf7l",74469
"","ENSMUSG00000009614","Sardh",192166
"","ENSMUSG00000009621","Vav2",22325
"","ENSMUSG00000009628","Tex15",104271
"","ENSMUSG00000009640","Dmap1",66233
"","ENSMUSG00000009646","Pla2g12b",69836
"","ENSMUSG00000009647","Mcu",215999
"","ENSMUSG00000009654","Oit3",18302
"","ENSMUSG00000009670","Tex11",83558
"","ENSMUSG00000009681","Bcr",110279
"","ENSMUSG00000009687","Fxyd5",18301
"","ENSMUSG00000009731","Kcnd1",16506
"","ENSMUSG00000009734","Pou6f2",218030
"","ENSMUSG00000009739","Pou6f1",19009
"","ENSMUSG00000009741","Ubp1",22221
"","ENSMUSG00000009772","Nuak2",74137
"","ENSMUSG00000009828","Ick",56542
"","ENSMUSG00000009863","Sdhb",67680
"","ENSMUSG00000009876","Cox4i2",84682
"","ENSMUSG00000009894","Snap47",67826
"","ENSMUSG00000009905","Kdsr",70750
"","ENSMUSG00000009907","Vps4b",20479
"","ENSMUSG00000009927","Rps25",75617
"","ENSMUSG00000009941","Nxf2",83454
"","ENSMUSG00000009995","Taz",66826
"","ENSMUSG00000010021","Kif19a",286942
"","ENSMUSG00000010025","Aldh3a2",11671
"","ENSMUSG00000010044","Zmynd10",114602
"","ENSMUSG00000010047","Hyal2",15587
"","ENSMUSG00000010048","Ifrd2",15983
"","ENSMUSG00000010051","Hyal1",15586
"","ENSMUSG00000010054","Tusc2",80385
"","ENSMUSG00000010057","Nprl2",56032
"","ENSMUSG00000010064","Slc38a3",76257
"","ENSMUSG00000010066","Cacna2d2",56808
"","ENSMUSG00000010067","Rassf1",56289
"","ENSMUSG00000010080","Epn3",71889
"","ENSMUSG00000010086","Rnf112",22671
"","ENSMUSG00000010095","Slc3a2",17254
"","ENSMUSG00000010097","Nxf1",53319
"","ENSMUSG00000010097","Nxf1",66836
"","ENSMUSG00000010110","Stx5a",56389
"","ENSMUSG00000010122","Slc47a1",67473
"","ENSMUSG00000010142","Tnfrsf13b",57916
"","ENSMUSG00000010154","Spire2",234857
"","ENSMUSG00000010175","Prox1",19130
"","ENSMUSG00000010277","2610507B11Rik",72503
"","ENSMUSG00000010307","Tmem86a",67893
"","ENSMUSG00000010311","Optc",269120
"","ENSMUSG00000010342","Tex14",83560
"","ENSMUSG00000010358","Ifi35",70110
"","ENSMUSG00000010362","Rdm1",66599
"","ENSMUSG00000010376","Nedd8",18002
"","ENSMUSG00000010392","Gosr1",53334
"","ENSMUSG00000010406","Mrpl52",68836
"","ENSMUSG00000010435","Spaca7",78634
"","ENSMUSG00000010453","Kansl3",226976
"","ENSMUSG00000010461","Eya4",14051
"","ENSMUSG00000010476","Ebf3",13593
"","ENSMUSG00000010492","Uckl1os",NA
"","ENSMUSG00000010505","Myt1",17932
"","ENSMUSG00000010517","Faf1",14084
"","ENSMUSG00000010538","Tsacc",76927
"","ENSMUSG00000010554","Mettl16",67493
"","ENSMUSG00000010601","Apol7a",75761
"","ENSMUSG00000010607","Pigyl",66268
"","ENSMUSG00000010608","Rbm25",67039
"","ENSMUSG00000010609","Psen2",19165
"","ENSMUSG00000010651","Acaa1b",235674
"","ENSMUSG00000010660","Plcd1",18799
"","ENSMUSG00000010721","Lmbr1",56873
"","ENSMUSG00000010751","Tnfrsf22",79202
"","ENSMUSG00000010755","Cars",27267
"","ENSMUSG00000010760","Phlda2",22113
"","ENSMUSG00000010796","Asz1",74068
"","ENSMUSG00000010803","Gabra1",14394
"","ENSMUSG00000010825","Grid2ip",170935
"","ENSMUSG00000010841","1700006E09Rik",75437
"","ENSMUSG00000010911","Apip",56369
"","ENSMUSG00000010914","Pdhx",27402
"","ENSMUSG00000010936","Vac14",234729
"","ENSMUSG00000011008","Mcoln2",68279
"","ENSMUSG00000011052","1700049J03Rik",NA
"","ENSMUSG00000011096","Akt1s1",67605
"","ENSMUSG00000011114","Tbrg1",21376
"","ENSMUSG00000011118","Panx3",208098
"","ENSMUSG00000011148","Adssl1",11565
"","ENSMUSG00000011154","Cfap161",75556
"","ENSMUSG00000011158","Brf1",72308
"","ENSMUSG00000011171","Vipr2",22355
"","ENSMUSG00000011179","Odc1",18263
"","ENSMUSG00000011254","Thg1l",66628
"","ENSMUSG00000011256","Adam19",11492
"","ENSMUSG00000011257","Pabpc4",230721
"","ENSMUSG00000011263","Exoc3l2",74463
